256 .03147500000000000000 16942845 17157 .01799300000000000000 2161308 17157
512 .26621500000000000000 134876953 66405 .14156400000000000000 17026779 66405
768 .84463100000000000000 457118910 148424 .48687100000000000000 57181819 148424
1024 4.23810600000000000000 1078731615 263208 1.24428200000000000000 135207233 263208
1280 5.67328100000000000000 2116015997 410760 2.46840200000000000000 263689945 410760
1536 22.47896000000000000000 3640420256 591080 4.31437900000000000000 455315425 591080
1792 27.68662300000000000000 5806038216 804168 6.86542900000000000000 730697016 804168
2048 69.73427400000000000000 8665898775 1050024 10.22964400000000000000 1137405120 1050024
