10 1.000000 0.100000
20 1.000000 0.100000
30 0.800000 0.200000
40 0.700000 0.300000
50 0.800000 0.000000
60 0.600000 0.400000
70 0.700000 0.400000
80 0.700000 0.700000
90 0.500000 0.600000
100 0.800000 0.800000
109 0.500000 1.000000
119 0.300000 0.700000
129 0.500000 0.900000
139 0.400000 0.700000
149 0.200000 0.600000
159 0.200000 0.800000
169 0.000000 0.700000
179 0.000000 0.800000
189 0.000000 0.700000
